,0,1,2
30633,47444390,40010727,43477196
30636,59447736,48596230,48098316
30641,40546231,49599140,35427298
30644,49578529,42310233,40496069
30653,41822826,55482386,58531765
30659,47923514,34583637,49021213
30666,44819694,39329077,58985626
30672,52181972,56716793,36261225
30676,59450094,48586825,53967624
30678,36645213,43552906,46035253
30700,38751944,39341892,36736286
30701,38281319,36105135,41431605
30715,50754523,38978107,42941236
30716,46220515,37865610,44224863
30720,38323724,49613681,54126278
30725,43939463,57643894,37957516
30732,35955946,47386604,38098121
30733,35822017,34846530,46307877
30735,56876395,58611364,48986732
30737,38734518,50934600,41399207
30739,42803170,40243901,46286212
30748,50389510,38782357,52103399
30749,40611019,38556304,46198429
30762,48804366,55343939,49807489
30766,35692507,38720493,55558838
30770,52762911,53836120,40397552
30771,46189150,54205809,52000540
30777,40466492,53172291,44334067
30780,52672137,41832721,40895380
30783,39699308,40428763,39366271
30791,39851050,50120917,42262887
30793,56863110,54803060,40097820
30794,48438076,36160118,52031413
30802,46349657,60368088,47879864
30803,40273762,56270209,45821347
30804,34771191,47062828,56510664
30805,34622082,49056074,46220515
30823,59048747,40988281,57306611
30843,47890805,58060745,46080700
30844,54734659,36770646,35708506
30845,44805734,39337741,38200185
30851,38934776,41417214,41617870
30852,37267375,35848630,53609120
30853,48491694,46440335,54856679
30854,44428490,37536499,36162540
30856,35112581,49273981,55214924
30867,51956695,40799951,46021195
30874,60393467,58023642,56671441
30876,38784263,49341730,50130170
30880,56463038,45246563,48688818
30883,52797411,39520534,37263058
30884,53001253,49930680,37213283
30893,38939338,46336977,53337234
30895,51141762,36990010,58434031
30896,58360187,38944761,49553402
30902,39674057,37954456,41698357
30904,39362671,45783385,52440701
30910,53852540,59275083,36855902
30914,42642561,42696060,54181046
30920,40644933,38116607,47888294
30927,57290278,54965037,37126257
30936,39804308,44692388,35425609
30952,37138242,39659273,42290305
30960,35098316,43672774,57527814
30964,35991437,59118047,53625601
30969,49217942,35080845,56662204
30974,42109925,49558325,39369367
30988,59313193,34650410,45186432
30992,48967142,45882221,48750361
30997,51149396,46343998,41390603
31008,40289706,38215606,47542487
31012,46216185,36093638,52257378
31022,59573246,42529608,40197391
31034,60213364,38078711,52442484
31051,44051854,42203488,48961403
31059,41545306,45832401,54782985
31061,58315532,57809131,44322649
31062,37553185,44972240,50670953
31063,49380308,57699625,37802673
31068,50612390,60064995,48329511
31070,39150548,35830305,48965726
31079,51719909,49770237,59623369
31084,57534730,60290309,36351091
31088,40069831,37223695,41604016
31091,54043737,51127921,48950695
31097,39369433,42523873,42676684
31099,46037014,43730661,41321306
31104,45905390,36761913,48039319
31112,40746319,42379685,44150368
31120,49428981,42823580,45391848
31122,53070081,37066370,48386613
31129,51266736,58800524,53233973
31131,35061548,44300989,49343043
31137,37104699,40231773,49979144
31139,45930936,45815548,37576458
31149,44620835,35752155,37743579
31158,53918802,37032872,40654766
31167,59334179,40990354,56074695
31169,46018753,57087283,40529365
31174,57076548,44980993,39488329
31180,34614551,49663903,48443296
31183,39888507,46214740,36179245
31187,44124563,40331510,50108740
31200,56535326,56739424,54114111
31201,37106983,37232833,60359859
31207,37536006,49141877,48017130
31208,53541937,42402727,50729490
31214,39683151,49383125,49911550
31220,44615423,39372804,60244718
31224,52194547,37933930,43306323
31230,45181498,41964658,36472953
31233,49984556,50622481,45905996
31234,36173553,56309256,39802871
31236,43864396,46884140,59371666
31242,44451147,49984437,37901505
31245,54181449,54847688,43921306
31246,42890561,49571803,37569762
31264,39344769,44647180,48517194
31266,53188023,43229126,45005524
31267,50778020,48257638,53825499
31281,54244683,38014048,41931526
31283,55984279,57376059,35101850
31287,47192942,55795237,51576313
31292,59318570,46000950,38935176
31296,41516985,49711773,52300536
31297,41110256,40034424,42472673
31300,39140343,39755819,45867357
31324,47916751,39850118,39723887
31327,40522043,40482442,45292508
31329,43375079,38764610,37887593
31336,58939470,43169904,53189556
31340,36487621,45290746,41001562
31341,37879506,37090877,41351739
31344,50888322,44180364,38712282
31346,39035525,48705555,42549106
31356,52084504,34767949,57350599
31377,50904478,60409936,44385116
31379,35108046,42111422,50147915
31383,43755617,41588148,43840789
31384,59184816,49720341,57365039
31388,42541880,35430336,46589317
31393,45051383,37437302,47623996
31397,36478925,51387762,55837075
31400,49273981,41350808,48682572
31403,42864745,46617942,58604647
31411,34573546,35204586,37009184
31417,57847705,43024745,38901106
31443,58448855,58848156,38312247
31446,45906451,35556850,48141828
31447,40767164,37358840,42027078
31448,50450464,41919998,57424963
31450,43023860,59926495,45016174
31459,40719951,38735306,34641694
31464,52775159,38146391,45099374
31469,34765522,58697407,59171638
31471,38809333,38363086,40585832
31472,40492756,57615336,37372448
31481,59195483,44663566,34661210
31486,49304667,50363644,42768174
31500,44285703,37768039,45811040
31501,44665720,52205805,52162220
31510,52018648,40630738,38802798
31513,44044079,56821672,51109440
31514,36209434,54383467,41917942
31517,39464062,40862623,49057761
31527,39171402,44436377,39889827
31529,49663059,41060808,44200239
31530,44607227,40215534,41342996
31532,35602236,41461368,38739837
31542,42090800,49072656,49476255
31551,51087063,49281719,54253368
31553,51589244,38217825,52237895
31558,50712549,43322171,41572900
31559,44100505,45540085,51242815
31569,51041688,39892809,51173191
31582,38667891,54576507,42936214
31588,57937750,50395729,53461217
31590,55957661,44927472,49919300
31591,39737159,48263317,37634757
31598,36886501,59720077,42737957
31600,36567904,34621006,55420376
31603,44333711,56332907,41272860
31605,59714859,56679169,46497185
31610,42562736,36959007,53738664
31612,34870690,38117286,56944093
31617,49112365,42111954,50205844
31620,38001898,48785451,50439949
31623,53237204,40549522,41925439
31629,38955922,55254214,46343486
31640,43043246,47754101,54380680
31651,39336033,35287488,42727014
31653,53366512,40202408,39815646
31655,50913677,49279379,35522698
31664,52152330,35183787,38508836
31667,42244791,37830558,51578972
31688,55232320,50743943,56907994
31702,40207432,49568389,51443140
31714,36198286,57585980,52049800
31717,35429375,42243470,55207803
31721,34807293,51698699,45335796
31722,44360792,49188248,56111992
31726,47036768,50019345,42167583
31728,36490017,52232419,41586293
31731,51598983,34953711,45536326
31735,41535021,36181756,37248596
31736,44881584,48056472,34833627
31751,40493742,45171311,41938106
31752,44336216,53517609,34574349
31753,53848156,57176184,56672264
31764,42623557,35095950,39452007
31766,37118889,45853897,48751988
31772,54076636,48286242,40671910
31775,48793423,39944124,60099376
31781,50314698,41046494,56332750
31787,48253581,40069638,41935164
31791,54797528,44505138,41568165
31792,40417303,42562688,50429543
31795,34767684,50906401,52801944
31801,45784660,51895195,46373858
31803,36568093,59268211,35601229
31804,36553442,60240925,50355462
31805,35098316,43897779,38401600
31811,45943868,54419087,42239874
31815,35464428,53975030,42670413
31818,45222679,60355455,42710177
31825,56619985,50408763,42417244
31826,60454978,43857739,44856214
31828,48097239,54573707,34938202
31830,58673749,49865887,40472374
31834,45054742,46136831,51861023
31847,55158374,41430070,50336665
31848,49758284,39377383,54279249
31849,49762096,43482191,39879074
31850,40318665,41736567,41995715
31851,40510022,42429948,53038429
31852,53533357,53949701,56418892
31854,54270773,50458988,38340541
31855,37224705,48156424,41838916
31857,41880843,55303862,46411180
31858,42452118,48723974,49149246
31866,35668819,49791396,50075612
31868,40487627,48018084,50704614
31873,39757997,57951548,38316321
31877,47573492,34995079,53973101
31879,48591475,57421889,50809987
31880,49019396,35535641,48760581
31894,42073873,38524378,57721901
31912,43541323,52169313,53625601
31922,39781043,45265751,36150362
31929,39647810,38302685,35999988
31930,44939650,34876551,37216542
31932,44457672,37443565,35102642
31938,42470519,51165247,48549856
31944,56331228,44307634,39849619
31945,39153840,55387065,49172264
31954,39367063,39188469,34815482
31957,35780621,38252453,35671581
31960,41725377,56612411,48319230
31962,42221335,44934087,51704065
31968,34695134,54023358,44324080
31970,52034744,56141260,57720023
31971,41520025,52923822,41367906
31976,45528489,57816057,49435317
31980,57939493,45126798,39909945
31981,37847338,34587588,58610786
31986,38600277,35961321,41786984
31992,39594157,50149688,48719108
31993,35612826,34715049,45755559
31994,42154321,39720039,58811158
32003,57409633,49552465,34597950
32007,37806674,37396687,47650429
32011,34587067,50850497,46525424
32015,49507558,48007761,43177068
32021,44843252,34644113,43892644
32022,46598750,56774897,37553750
32037,39853162,45939295,45733260
32039,56674338,36682539,47715406
32041,40768459,39310821,56908510
32042,48136114,44498313,40546231
32056,53824761,52015748,48417408
32059,39779909,53834763,41946457
32060,53198180,56868683,39646619
32066,56457214,40611019,45016003
32074,58183298,36906832,48814830
32083,40145301,42651406,58853015
32085,37785154,41342996,45317049
32093,42293719,37994201,36254914
32098,37997465,45654775,49217721
32099,55189051,35112921,36725009
32104,47097814,54803060,52438552
32112,48530322,45662884,48453189
32117,47991422,39543606,48775380
32120,49092985,43159305,48511956
32121,52600243,46043066,45978101
32128,48123636,58524480,38721401
32130,46781410,38917751,43158140
32136,38012381,57032878,47935795
32139,54787867,59474163,57007021
32141,42950104,57892596,38780743
32145,47955661,43890688,46781713
32150,45789682,57146469,34995079
32152,42885520,59228396,55616536
32153,51401148,40016085,40285799
32183,39565023,46353686,37818401
32204,50028090,58170179,52467167
32206,51098738,50106844,39643850
32210,35176091,58993381,54641615
32211,39365402,46275485,44745604
32216,40006078,46032952,58747860
32220,56449124,36023076,44832572
32229,49695197,46152850,50946378
32240,53804053,42265738,34583224
32252,57146469,36222929,48911087
32257,38953069,39857802,35768622
32262,40844151,47409232,53494110
32270,42483908,42474718,36647058
32272,36255654,53016724,57450943
32285,52530307,45129663,52508102
32298,40644933,35207380,46764550
32300,40113963,48900606,50782463
32302,38191886,54801513,55332339
32304,58870443,48813125,42629723
32305,37786540,58931932,51189835
32315,36254679,41777643,55327633
32321,42876244,52196518,49356623
32323,48164005,37953319,56168771
32326,60455266,45265712,47783329
32331,49640637,50606249,47927252
32335,54178938,41853219,42038176
32346,34661027,46264767,37981668
32347,59922794,55966890,45419276
32356,44878655,49563568,35468372
32357,46183774,39241643,44485082
32364,38689648,35565006,48012946
32365,43343721,44120747,44784343
32367,35348988,43071051,42980402
32373,41306744,41266090,58155766
32381,37987655,49405875,40571405
32388,53326045,43933025,43458127
32389,40445147,39874085,42240956
32393,38261505,43684452,48823517
32396,51812302,48934062,49507035
32402,37332190,38596430,39532387
32417,47940423,45748476,37556516
32424,34678558,55938560,43022536
32430,43956920,43346638,39453986
32432,56431140,34993429,58669437
32437,49772588,39492458,37833390
32439,36172382,59341130,50982052
32443,35750614,40947129,35869985
32444,43639487,48480220,51988819
32451,55084430,59528014,37880177
32457,40544134,44272402,60438175
32474,52169313,58106371,45795089
32477,43718873,51087006,60211237
32492,41319082,48416467,50331764
32493,35592415,35568522,56593473
32507,52034259,41574928,56200269
32516,37493551,52639001,46625153
32523,37620450,56797814,55644416
32524,53980031,48758559,40963781
32528,37272214,41134493,53516291
32529,47086995,35141419,60281437
32534,49611679,56146096,42952453
32542,56891179,34886172,35560082
32550,40772948,40673976,35169650
32555,48220766,42498875,34576542
32556,37494983,43867635,45425169
32558,42549922,40937787,48309622
32572,52058112,40311375,38738252
32579,42217102,45367321,55087262
32582,51372331,42211571,37260230
32589,55796708,50534219,46069784
32594,39530369,59071404,37748625
32606,37185894,35216151,34832143
32610,54957193,40086236,50664474
32619,53831071,51881533,41425434
32629,35170397,48463796,45378033
32632,50679160,38859145,42109925
32633,46743347,55757805,36214057
32634,37313374,50755233,36396630
32642,44441125,36212962,58273063
32643,34976283,56619985,57074963
32644,34963138,39174461,50063948
32647,59785609,45732625,35716830
32648,48826102,35464512,51244587
32657,45827895,53919591,52274873
32661,53127899,50020636,44624884
32663,49442581,41407111,46726077
32673,43553958,40809503,38761626
32686,39188469,44729512,55272598
32688,48070516,47687748,53916442
32702,46568444,35436643,60068415
32710,57311894,45804068,40604760
32712,46685199,56508886,45858716
32717,52129628,49247865,35844113
32723,45301053,46278328,36384345
32734,41704026,35623280,49698513
32735,54825881,42319226,49281719
32740,42654759,45847035,43594675
32742,40048800,48427925,42538709
32743,44805562,39325637,47061051
32748,46089219,44466244,45943972
32752,41339488,43020859,34880756
32755,51553638,39323920,50670497
32758,39541916,43012903,59250693
32765,49601726,48373918,38291058
32769,53463388,45078295,46334153
32774,56513081,46139099,52892835
32788,58097993,43700573,37952332
32792,39149625,50274240,51188774
32803,56601390,50765506,49487927
32805,41979458,38803157,35967277
32814,48047547,42228895,46714018
32817,46161553,41897496,38167717
32820,49424106,40695701,37076477
32822,35556555,57060454,51155274
32823,42017503,37423044,35721160
32825,35924476,57679241,49840034
32826,46743347,41109856,55792721
32828,40499232,42220069,45604464
32830,35513554,41727282,57365445
32835,38356158,35098883,57850953
32845,54219598,49299250,39539037
32846,49415446,52352790,46066782
32851,58360621,39892814,37313735
32854,41247926,52034744,42165639
32860,42762633,46062084,58524480
32868,45066518,49994444,58998337
32870,37253326,48967519,52741637
32880,44705003,55388455,36884681
32900,45286978,49586387,38786057
32912,51495351,46578186,39349700
32917,49989177,48457686,52130440
32921,40371212,39689763,37297726
32925,48460743,57469322,34655321
32928,40215052,55497571,43012903
32932,43965257,40843295,41662862
32935,42211571,42423506,51167989
32937,34673396,48890296,39742683
32939,46262503,40993769,38296548
32941,53175651,60368088,44610109
32944,43468336,45173928,51145780
32951,39856927,39786714,41113268
32954,55494899,50828601,57648841
32957,39018742,48277743,38755214
32960,35765106,49325329,41452991
32964,39278110,39490895,51043541
32968,40553285,36834676,37708237
32971,37483566,56107954,39865278
32977,52120931,40596518,47132050
32983,45940217,40165189,58555862
32989,56601390,34658988,38443028
32992,34865774,34774032,54349426
32993,59411397,44821287,37570289
32999,46018884,37073376,47927695
33000,45363569,41998222,42222479
33006,59113292,50540538,36272514
33011,43313408,51482701,44652879
33013,36636250,50593114,36676017
33014,37996485,43916994,49126399
33021,55556409,43193782,40597658
33025,38929452,59228396,40682717
33036,39432754,48056472,43968779
33045,42345235,51232051,36635018
33058,57281376,51203099,34824487
33060,59002108,59908682,47875045
33064,41133216,53821779,53772587
33068,34969552,41372113,41234154
33076,51338304,49581604,54781809
33080,43804353,39703103,40993824
33086,35453174,40057476,46449721
33089,35851651,52741310,38706602
33094,42154789,44753497,45144023
33098,37813358,45206017,44484966
33100,42921166,39781028,35791134
33105,45954157,46805702,44496789
33108,44580960,54020983,56753955
33110,54157363,41020403,48868842
33114,40379550,38696355,46384941
33118,41278178,57474644,35378635
33119,36672007,41365640,38678268
33123,51087928,36110834,36882615
33125,39338130,54340220,40673976
33127,38382895,35523182,34841813
33139,44422918,54828301,41980866
33142,40217677,36810922,48613781
33145,41823784,55991660,54734003
33147,48595410,36285654,39665214
33148,46183159,48036556,50742094
33149,48217662,58938358,42211008
33153,34632352,41583672,42647735
33158,46589114,38346529,54050415
33169,42385489,43316850,45500335
33175,56221406,43191549,44149294
33179,35124997,46116764,41215649
33185,55521488,42819036,35102269
33191,56690862,49762096,39176237
33192,56825122,44625491,44158802
33194,39418545,39709565,51094920
33199,37448347,36307510,50950453
33201,43118034,41698087,50077418
33205,57672038,46746109,40575752
33206,40152454,39255427,49965941
33209,36216735,39226259,54059781
33216,37932686,53651191,46545327
33218,54317488,35355807,37317140
33219,35329532,45424795,51048919
33228,51593170,43364233,45456543
33231,45132510,46054418,55849180
33232,37637841,45998715,39603318
33241,44604136,34985713,45122691
33250,43098536,43107675,50581069
33262,40052001,50881519,34566063
33278,40607614,43722218,51112599
33281,45772433,43584002,54565936
33286,38191090,42755802,55202616
33298,57628890,57370843,39560756
33303,58812324,40135737,38419496
33308,54009721,41174003,35814676
33314,48243767,38757014,34846530
33317,48938405,41592903,56778048
33319,53724286,42677333,51000408
33323,58440723,37076477,39954099
33336,56320342,56542315,39430176
33343,35587498,35588474,57738994
33347,60232365,39655178,37138242
33350,35879452,41350135,35714799
33354,35386491,44140470,57503441
33359,57317397,43743424,40823663
33364,44701245,37111726,49263462
33369,52064190,36669911,41357201
33371,46894196,41786984,43805296
33374,39566042,38712772,58727954
33375,45056858,45973722,49957472
33376,45376747,55262654,40063649
33385,43162419,44324080,49884065
33388,50235214,35362365,50450432
33389,42312603,34664810,37110651
33395,45115114,38928903,46644708
33396,48185133,42712557,37827685
33398,58213970,45817166,49403895
33399,38704289,50861700,50079892
33407,50438331,34812890,46026942
33415,42393545,35611019,41113051
33416,52343388,38782357,36414836
33427,39179863,43562785,56181440
33434,40057798,44551467,35986329
33442,59735021,40097820,59264496
33457,45882221,46221635,37124375
33462,45607133,40801577,38709538
33463,45484128,53093487,42544593
33473,49051089,54050415,40490110
33483,38315539,47311057,53679981
33491,39182907,59495760,51585357
33500,55965144,40870112,40205265
33501,36682539,51102466,35248357
33504,51437540,49426086,42007812
33506,44687367,45801457,49604106
33518,41365324,53469165,44141255
33519,35231291,41310245,49056000
33524,45388957,40968297,59579700
33530,48282986,58189164,45807822
33534,49243719,46535344,43916994
33536,35622438,40188777,39481691
33538,41226552,41441102,36980523
33545,36786655,42874908,39194091
33548,40009820,45636873,43516008
33556,55805496,35179410,46459283
33570,53108802,47354923,45398484
33575,38787437,50234689,51243657
33580,49148502,43158789,37051928
33581,37521835,36965069,39440209
33592,40350288,53455573,49596074
33622,36191184,37801851,49627034
33625,44035518,49476255,57849211
33636,40818312,49224826,37806674
33644,50332119,44454722,51512560
33647,46088351,44972565,45965459
33657,38827157,53844543,43036711
33664,48318340,35964187,60096055
33666,40924368,39721386,44424374
33670,59310243,49930680,51089608
33671,51953911,56517515,57294531
33675,36467062,55018158,43634201
33679,45403222,44531998,45925383
33681,37898261,42114188,53881920
33692,41798350,57799179,50268409
33694,37994640,42077394,36204330
33695,59808035,35231901,58473458
33697,51590347,49804794,42993671
33699,44648066,35755446,55150939
33705,46171739,37511233,48191595
33710,35435774,53841361,54732688
33714,50110800,52990644,47255010
33715,44202311,41208889,37212649
33719,51953911,45876771,46130003
33726,38986365,58147602,34875637
33727,53784832,38797879,40462189
33736,45286463,58524480,42141787
33739,46042766,49354116,41006119
33740,55192718,34829600,49005622
33743,53228469,35393047,42015158
33746,38203317,48318340,43762204
33751,47413325,58184170,56418892
33759,42394084,42629925,49858829
33762,37245500,41189254,52672137
33766,43042533,42932213,48971878
33769,39810045,47983827,51558483
33777,38611573,37242316,44778827
33778,51449866,42016933,52255907
33783,36677768,45529407,52775159
33795,46177406,36484761,46590149
33806,55200008,44687367,57576835
33818,48106989,51767338,34980465
33820,36636838,57280566,38612116
33823,36909300,45457648,44213677
33837,50232921,37563752,54167915
33839,49865777,57697196,54015874
33841,53810106,36660024,40159672
33847,48363956,35010164,35519810
33850,57383410,59251150,37750451
33852,50623785,44595715,52713983
33856,47837613,45416019,48570842
33861,51691808,51345518,36641212
33868,35604730,49663059,49225741
33871,41904541,49623173,41847672
33873,42966645,45880311,46923095
33875,55977991,47878236,48301149
33877,36135476,51253140,59189480
33882,59313460,46257341,43025093
33886,48875871,46230424,53816583
33887,35246702,50123489,40316341
33889,40087161,46450912,60359859
33892,38723645,35530558,35199808
33899,35375008,36478925,54266090
33904,35864617,44365973,54781833
33917,46132254,52058112,54841322
33919,44356166,50704647,50421502
33920,34703349,46090597,50076159
33923,56416548,34951835,45847796
33931,35150709,39969670,53401858
33959,44755271,41468924,55069648
33960,43004291,55656136,44607122
33962,52111078,54328666,48220794
33965,49520690,41677791,54421071
33966,36727095,37887398,48054029
33972,44579441,53071774,47379475
33981,35022482,51734039,45910053
33990,57768147,43548744,50830287
33994,50757653,51482742,59228601
33996,39265771,36644380,49772395
33997,35423133,38035170,41775590
33998,56653212,41307600,41092759
34000,50028182,39308941,50562079
34004,51316983,50413695,39492463
34011,42647735,44229820,47427568
34016,51014060,37118912,44201349
34025,37795337,48214799,56719863
34026,42821400,42792402,57053880
34028,60383847,45022549,48583243
34030,38100063,44160727,43157529
34032,42376832,39578389,51381186
34035,56874133,40383780,51496267
34036,36089439,38438087,42525072
34037,43034693,39124214,46032965
34043,41050095,49567998,55184105
34045,42340831,59658336,35759220
34046,41929709,38600297,46150064
34052,35726813,56680065,51329399
34053,35158261,35961321,39569982
34066,49811177,38709564,59785266
34067,43977679,35526532,39778899
34072,42521722,46025334,41146871
34074,55746006,43879636,51569571
34080,50902251,43517785,53459838
34081,50692160,46129552,37258256
34087,38102890,35382539,46923917
34088,35594211,51148996,49331143
34090,37267375,48875146,52005083
34091,39015080,38653800,45848570
34093,34832405,57740323,35452878
34101,36985464,40226874,35741163
34113,45120135,35377837,50913677
34114,59626898,40426378,52143808
34121,40361952,45453187,36150257
34127,50016805,54021643,42764028
34138,56025648,52033810,43485569
34140,58918576,40612682,58979526
34144,39947055,46568413,38334062
34148,51098042,58129896,46146573
34154,51830227,36135476,37534696
34160,57413682,55058191,40916473
34164,40708169,54188321,46727465
34167,34601532,51619063,45957158
34168,52692426,53119330,58849339
34183,50067852,54399857,60079804
34188,50373607,42713685,56393207
34191,38974623,35726738,49352525
34195,50689027,44769121,49768495
34197,51377863,53907670,39783797
34198,34938182,35956609,51512560
34201,44854751,49207200,52182380
34206,51812111,41672648,37375532
34217,43369439,51722926,42431596
34224,43686248,53982441,45526413
34230,43194302,36093117,50598852
34234,57392786,43747185,40604927
34240,45779825,59173925,38937098
34246,42907419,44061143,44276496
34259,52144900,51996527,54004000
34266,53921071,36162441,47085925
34272,51630064,45188477,58183298
34280,40409078,42013524,36150257
34282,53306423,37923481,43036636
34294,52009411,39182890,44528615
34313,52589516,53212902,40898918
34319,59480140,43514431,42069867
34328,35729755,38343907,41133216
34333,34891743,49385257,50229864
34335,49957815,53967399,51007117
34341,54272345,54918577,34620469
34350,57174660,43159305,48961409
34357,39354879,42110726,57393749
34370,53346462,43057657,57110516
34377,47109506,59909606,57277316
34383,45434653,42214227,48463796
34388,48650817,35216176,49574102
34389,55083196,39793459,44198187
34390,46136773,49636814,55386996
34391,42194542,38459426,50214615
34402,44022824,55739379,40723795
34403,40559667,48870082,59747894
34409,36190800,38320937,58989993
34427,34951835,60345372,37784116
34429,39736076,35482825,54005421
34434,34636644,49213010,55864302
34435,45892170,46207135,60003750
34438,48465873,48188165,48206661
34449,42350692,39549646,40993824
34455,41809504,49095424,47040765
34456,40751913,49981091,39147242
34459,40929718,35127520,52375712
34469,59434405,45746621,36825266
34473,56002023,49264502,48231098
34478,56971043,50416586,50461454
34482,59054873,35166930,40156203
34484,48835609,59510084,38600964
34494,40094023,44213677,43017295
34495,37754203,51937490,42471702
34504,58323534,53118960,48464908
34506,55623811,43826184,48191595
34517,45025660,54675752,47772254
34531,40499338,44191073,42563991
34533,48373918,52466185,40547786
34535,37624721,48516766,37868952
34541,48841765,34574785,35823116
34544,40800675,48886423,36169099
34558,43666806,58780741,48134750
34559,48527951,58736070,51942347
34566,56801064,53447779,50531164
34568,46421185,44195807,52168055
34576,39702612,45389673,37858167
34582,51465124,34967391,43314039
34588,51042868,48508449,37371241
34599,39813346,43955795,51754612
34602,46536915,52921792,45528865
34604,42939113,58559171,42343416
34606,41361133,43274457,41385789
34608,44294811,50080071,48972589
34612,46920747,53476554,41032565
34613,55382954,39248014,46066782
34614,55158081,49019396,49782486
34615,43568302,35628774,42950501
34616,43468950,40812749,40937787
34634,41320648,37784116,40199580
34646,37379374,35369419,41099517
34650,39336793,38980241,40152454
34658,41662862,57593070,41400395
34663,48278904,42654759,52007644
34670,50496433,58241403,35902847
34673,49514379,49133314,50505042
34681,56632651,39641203,34971082
34684,39454586,56765066,54828044
34691,44388337,37251561,45765853
34713,60377856,48982677,44449810
34718,35349174,57656697,35363234
34721,47146323,41582197,41576242
34725,44050274,35772562,46493348
34726,50355971,55450069,39602114
34735,35213747,53421574,45757399
34741,40610944,48209149,48893528
34742,53356180,49475461,34864695
34756,45110720,35170581,40299198
34759,38821059,34945562,40368061
34761,43953635,50557462,59987614
34763,43970307,46017839,40188554
34767,44973819,41374860,45852026
34769,57921491,58406064,39442570
34777,55038253,43001729,54690116
34782,44244750,45556269,58448750
34790,57436237,51778608,36213989
34802,49297806,40737767,39603120
34803,41316422,55075843,40166303
34804,54072688,48263094,55393662
34806,40442313,51938868,36442336
34807,48399445,42080138,49834694
34810,50263472,46708679,57343318
34822,57962350,42904414,46377630
34823,56332907,53888323,50377259
34832,59863120,35302197,56500734
34835,43875586,40872408,34675914
34836,36735996,55844077,52448201
34838,49487927,60102702,51972197
34840,46292325,48756413,43024745
34854,42742787,39582318,57376059
34856,48025931,34595322,41132069
34862,36238619,46328513,37604376
34874,42225480,53092885,39790814
34883,37490040,46341665,58640644
34885,41394761,57871843,45227045
34892,46666426,34633100,37411621
34902,41364870,44414029,35589190
34903,50097559,37078774,46453656
34910,48356448,45324035,49663059
34916,49933687,34736800,58934022
34920,55420376,48777246,56516517
34925,35796560,48363781,60259610
34928,35471848,49034057,41046494
34930,35453744,35373693,38270089
34936,60068415,42395020,40583569
34940,46923095,54480309,41980866
34942,40113739,35393716,35426651
34952,39986178,42021796,58845852
34961,59030500,49887120,48077127
34964,42960644,35285902,55069648
34968,40530661,43357731,34892696
34974,41846043,51243657,36108478
34979,39118456,49213136,46093944
34982,54781046,40940208,46775924
34989,59767181,57606859,57853886
35001,35849007,40328932,39239380
35003,54917658,52805530,44330249
35013,35916837,35537323,40680885
35016,45774550,39788839,47915798
35018,39701898,43292474,34745955
35021,45056963,49460762,40337052
35023,41039649,42337864,35904055
35025,49596074,48592859,49107789
35026,36766952,39273283,52438160
35030,44267260,46421736,34807971
35031,35883361,38879470,39630886
35033,43112002,40399690,47019282
35041,36196277,38998596,45916980
35049,44624884,40150928,42978372
35051,45630113,56858216,48324701
35055,45543469,49487754,52640920
35058,50242053,48716945,48029879
35067,42722675,45383027,41656373
35068,34686411,38925082,55665977
35070,46704852,49462338,42669228
35074,53888830,40496069,46606073
35076,34669611,47500859,38330176
35093,46304919,51490835,42541559
35094,53878390,34655695,53973101
35095,35253396,39429612,40719321
35096,41719293,44957492,43018742
35100,50731704,34818343,53577895
35102,42290305,44780221,55318664
35103,57812061,43276099,38857439
35104,49539505,35565614,49536363
35107,35384987,39834449,59501312
35115,56791721,49175913,58119557
35116,52034744,36533069,35949554
35125,45907407,48295661,44236352
35129,51007117,41793608,44342142
35132,52283117,36449030,44670748
35144,55043453,56611299,44117326
35148,46396827,58578570,45284802
35151,37140920,40585590,45179587
35158,49088934,56003101,43357731
35163,41988612,34962677,45580522
35164,37615866,56517515,46951748
35167,44804058,37619339,48806676
35184,42883686,46347001,38601041
35197,42247574,52967519,40454605
35201,51013622,46194557,53988035
35203,42519867,53438548,44485340
35204,49049308,34629540,52278035
35205,43009724,43939476,59294807
35207,39482722,53483975,55265575
35208,52659458,48622076,43926916
35213,40755622,44691565,35815928
35218,35295120,36501123,51803141
35223,41928835,49574053,51305446
35224,46360477,49091089,36706406
35231,59945457,57524467,49644785
35235,56577184,58355415,40982772
35240,37990752,45171997,55204990
35256,60359787,41564441,35151985
35267,56742269,44285491,48128884
35271,49401264,41552932,54969765
35273,38877917,46336977,50160311
35276,49346232,38696944,38739837
35279,51499171,46360567,37760184
35286,41662894,41651492,49276569
35295,45046698,48555107,40330232
35297,42732044,51756060,41110138
35301,43004579,59179901,41599046
35309,34868838,35649053,48386563
35310,56565539,59087910,51569571
35312,55549843,57515444,38135873
35313,53632340,44324080,45412448
35318,35851129,57504464,43441104
35320,44807112,40073164,58394436
35323,51263382,50931345,36143020
35324,50243989,34935922,39040326
35332,50149688,47978955,56990621
35336,45910053,39635334,40113963
35339,39638718,45571636,40927762
35340,35127818,51519001,39776214
35348,50267339,52325936,54945967
35352,54776499,51113671,41146446
35370,35210599,40006690,48534293
35376,49830908,52579189,51607795
35379,49059588,50930260,39842324
35384,42107851,45054742,49611680
35392,40938411,42141689,47860560
35397,40530661,37336336,39784464
35399,34605166,40246937,42368989
35400,55591958,41763723,48019419
35401,41744895,43074758,50176817
